Unnamed: 0,year,prod_name,scm_id,node_from,node_to,SIP,W00,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
99,2026,prod56789012345,sc010,NYC,NYC_I,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2023,prod56789012345,sc010,JPN,NYC,1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2023,prod56789012345,sc010,JPN,NYC,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2023,prod56789012345,sc010,JPN,NYC,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2023,prod56789012345,sc010,JPN,NYC,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2023,prod56789012345,sc010,JPN,NYC,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2024,prod56789012345,sc010,JPN,NYC,1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2024,prod56789012345,sc010,JPN,NYC,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2024,prod56789012345,sc010,JPN,NYC,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2024,prod56789012345,sc010,JPN,NYC,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2024,prod56789012345,sc010,JPN,NYC,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2025,prod56789012345,sc010,JPN,NYC,1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2025,prod56789012345,sc010,JPN,NYC,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2025,prod56789012345,sc010,JPN,NYC,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2025,prod56789012345,sc010,JPN,NYC,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2025,prod56789012345,sc010,JPN,NYC,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2026,prod56789012345,sc010,JPN,NYC,1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2026,prod56789012345,sc010,JPN,NYC,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2026,prod56789012345,sc010,JPN,NYC,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2026,prod56789012345,sc010,JPN,NYC,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2026,prod56789012345,sc010,JPN,NYC,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2023,prod56789012345,sc010,LAX,LAX_N,1S,2,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
121,2023,prod56789012345,sc010,LAX,LAX_N,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2023,prod56789012345,sc010,LAX,LAX_N,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2023,prod56789012345,sc010,LAX,LAX_N,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2023,prod56789012345,sc010,LAX,LAX_N,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2024,prod56789012345,sc010,LAX,LAX_N,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
126,2024,prod56789012345,sc010,LAX,LAX_N,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2024,prod56789012345,sc010,LAX,LAX_N,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2024,prod56789012345,sc010,LAX,LAX_N,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2024,prod56789012345,sc010,LAX,LAX_N,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2025,prod56789012345,sc010,LAX,LAX_N,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
131,2025,prod56789012345,sc010,LAX,LAX_N,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2025,prod56789012345,sc010,LAX,LAX_N,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2025,prod56789012345,sc010,LAX,LAX_N,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2025,prod56789012345,sc010,LAX,LAX_N,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2026,prod56789012345,sc010,LAX,LAX_N,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
136,2026,prod56789012345,sc010,LAX,LAX_N,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2026,prod56789012345,sc010,LAX,LAX_N,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2026,prod56789012345,sc010,LAX,LAX_N,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2026,prod56789012345,sc010,LAX,LAX_N,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2023,prod56789012345,sc010,LAX,LAX_D,1S,2,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
141,2023,prod56789012345,sc010,LAX,LAX_D,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2023,prod56789012345,sc010,LAX,LAX_D,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2023,prod56789012345,sc010,LAX,LAX_D,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2023,prod56789012345,sc010,LAX,LAX_D,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2024,prod56789012345,sc010,LAX,LAX_D,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
146,2024,prod56789012345,sc010,LAX,LAX_D,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2024,prod56789012345,sc010,LAX,LAX_D,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2024,prod56789012345,sc010,LAX,LAX_D,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2024,prod56789012345,sc010,LAX,LAX_D,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2025,prod56789012345,sc010,LAX,LAX_D,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
151,2025,prod56789012345,sc010,LAX,LAX_D,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2025,prod56789012345,sc010,LAX,LAX_D,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2025,prod56789012345,sc010,LAX,LAX_D,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2025,prod56789012345,sc010,LAX,LAX_D,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2026,prod56789012345,sc010,LAX,LAX_D,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
156,2026,prod56789012345,sc010,LAX,LAX_D,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2026,prod56789012345,sc010,LAX,LAX_D,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2026,prod56789012345,sc010,LAX,LAX_D,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2026,prod56789012345,sc010,LAX,LAX_D,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2023,prod56789012345,sc010,LAX,LAX_I,1S,2,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
161,2023,prod56789012345,sc010,LAX,LAX_I,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2023,prod56789012345,sc010,LAX,LAX_I,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2023,prod56789012345,sc010,LAX,LAX_I,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2023,prod56789012345,sc010,LAX,LAX_I,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2024,prod56789012345,sc010,LAX,LAX_I,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
166,2024,prod56789012345,sc010,LAX,LAX_I,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2024,prod56789012345,sc010,LAX,LAX_I,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2024,prod56789012345,sc010,LAX,LAX_I,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2024,prod56789012345,sc010,LAX,LAX_I,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2025,prod56789012345,sc010,LAX,LAX_I,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
171,2025,prod56789012345,sc010,LAX,LAX_I,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2025,prod56789012345,sc010,LAX,LAX_I,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2025,prod56789012345,sc010,LAX,LAX_I,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2025,prod56789012345,sc010,LAX,LAX_I,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2026,prod56789012345,sc010,LAX,LAX_I,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
176,2026,prod56789012345,sc010,LAX,LAX_I,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2026,prod56789012345,sc010,LAX,LAX_I,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2026,prod56789012345,sc010,LAX,LAX_I,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2026,prod56789012345,sc010,LAX,LAX_I,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2023,prod56789012345,sc010,LAX,SFOLEAF,1S,2,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
181,2023,prod56789012345,sc010,LAX,SFOLEAF,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2023,prod56789012345,sc010,LAX,SFOLEAF,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2023,prod56789012345,sc010,LAX,SFOLEAF,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2023,prod56789012345,sc010,LAX,SFOLEAF,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2024,prod56789012345,sc010,LAX,SFOLEAF,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
186,2024,prod56789012345,sc010,LAX,SFOLEAF,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2024,prod56789012345,sc010,LAX,SFOLEAF,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2024,prod56789012345,sc010,LAX,SFOLEAF,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2024,prod56789012345,sc010,LAX,SFOLEAF,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2025,prod56789012345,sc010,LAX,SFOLEAF,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
191,2025,prod56789012345,sc010,LAX,SFOLEAF,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2025,prod56789012345,sc010,LAX,SFOLEAF,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2025,prod56789012345,sc010,LAX,SFOLEAF,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2025,prod56789012345,sc010,LAX,SFOLEAF,5IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2026,prod56789012345,sc010,LAX,SFOLEAF,1S,10,50,30,30,30,63,63,63,63,80,80,80,80,80,125,125,125,125,150,150,150,150,140,140,140,140,140,223,223,223,223,250,250,250,250,180,180,180,180,180,175,175,175,175,100,100,100,100,10,10,10,10,10,10
196,2026,prod56789012345,sc010,LAX,SFOLEAF,2CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2026,prod56789012345,sc010,LAX,SFOLEAF,3I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2026,prod56789012345,sc010,LAX,SFOLEAF,4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
